name,age,w,l,w-l%,era,g,gs,gf,cg,sho,sv,ip,h,r,er,hr,bb,ibb,so,hbp,bk,wp,bf,era+,fip,whip,h9,hr9,bb9,so9,so/w,season
Team Totals,27.2,71,74,.490,4.19,145,145,143,2,2,31,1281.0,1201,640,597,145,466,9,1280,65,5,44,5438,94,3.89,1.301,8.4,1.0,3.3,9.0,2.75,2024
