rk,pos,name,age,g,pa,ab,r,h,2b,3b,hr,rbi,sb,cs,bb,so,ba,obp,slg,ops,ops_plus,tb,gdp,hbp,sh,sf,ibb,season,bats
9,2B,Alen Hanson,25,110,310,294,36,74,17,5,8,39,7,3,9,71,0.252,0.274,0.425,0.699,91.0,125,4,1,3,3,0,2018,Both
10,C,Nick Hundley,34,96,305,282,34,68,13,2,10,31,2,1,22,85,0.241,0.298,0.408,0.706,95.0,115,8,1,0,0,2,2018,Right
11,CI,Pablo Sandoval,31,92,252,230,22,57,10,1,9,40,0,0,19,52,0.248,0.31,0.417,0.727,101.0,96,9,2,0,1,2,2018,Both
12,UT,Austin Slater,25,74,225,199,21,50,6,1,1,23,7,0,20,69,0.251,0.333,0.307,0.64,81.0,61,5,5,0,1,2,2018,Right
13,OF,Grégor Blanco,34,68,203,189,19,41,7,3,2,12,6,2,12,58,0.217,0.262,0.317,0.58,61.0,60,2,0,1,1,0,2018,Left
14,CF,Austin Jackson,31,59,165,149,12,36,8,0,0,13,2,1,14,59,0.242,0.309,0.295,0.604,71.0,44,4,1,0,1,2,2018,Right
15,2B,Kelby Tomlinson,28,63,152,140,9,29,4,2,0,10,0,2,9,35,0.207,0.265,0.264,0.529,49.0,37,3,2,1,0,0,2018,Right
16,CF,Steven Duggar,24,41,152,141,20,36,11,1,2,17,5,1,10,44,0.255,0.303,0.39,0.693,92.0,55,0,0,0,1,1,2018,Left
17,LF,Mac Williamson,27,28,105,94,14,20,4,0,4,11,1,1,11,27,0.213,0.295,0.383,0.678,88.0,36,1,0,0,0,0,2018,Right
18,IF,Chase d'Arnaud,31,42,100,93,9,20,5,0,3,9,2,1,4,37,0.215,0.253,0.366,0.618,70.0,34,0,1,1,1,0,2018,Right
19,UT,Aramis Garcia,25,19,65,63,8,18,1,0,4,9,0,0,2,31,0.286,0.308,0.492,0.8,119.0,31,1,0,0,0,0,2018,Right
20,LF,Chris Shaw,24,22,62,54,2,10,2,0,1,7,1,0,7,23,0.185,0.274,0.278,0.552,55.0,15,0,0,0,1,0,2018,Left
21,2B,Miguel Gómez,25,9,15,15,3,4,0,0,0,1,0,0,0,5,0.267,0.267,0.267,0.533,50.0,4,0,0,0,0,0,2018,Both
22,MI,Abiatal Avelino,23,6,11,11,1,3,0,0,0,0,0,0,0,3,0.273,0.273,0.273,0.545,53.0,3,0,0,0,0,0,2018,Right
23,CI,Ryder Jones,24,5,8,8,2,3,0,0,2,3,0,0,0,5,0.375,0.375,1.125,1.5,297.0,9,0,0,0,0,0,2018,Left
24,P,Derek Holland,31,34,56,53,2,3,1,0,0,0,0,0,1,33,0.057,0.074,0.075,0.15,-58.0,4,1,0,2,0,0,2018,Both
25,P,Andrew Suárez,25,27,51,47,1,3,0,0,0,0,0,0,2,27,0.064,0.102,0.064,0.166,-52.0,3,1,0,2,0,0,2018,Left
26,P,Chris Stratton,27,28,50,43,0,6,1,0,0,5,0,0,0,26,0.14,0.136,0.163,0.299,-17.0,7,0,0,6,1,0,2018,Right
27,P,Madison Bumgarner,28,21,46,44,2,7,2,0,0,4,0,0,1,20,0.159,0.174,0.205,0.378,5.0,9,0,0,0,1,0,2018,Right
28,P,Dereck Rodríguez,26,20,39,32,0,3,1,0,0,1,0,0,0,16,0.094,0.094,0.125,0.219,-40.0,4,0,0,7,0,0,2018,Right
29,P,Ty Blach,27,49,34,29,0,1,0,0,0,0,0,0,2,15,0.034,0.097,0.034,0.131,-61.0,1,1,0,3,0,0,2018,Right
30,P,Johnny Cueto,32,7,13,12,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100.0,0,0,0,1,0,0,2018,Right
31,P,Jeff Samardzija,33,8,11,10,0,1,0,0,0,0,0,0,0,6,0.1,0.1,0.1,0.2,-44.0,1,0,0,1,0,0,2018,Right
32,P,Casey Kelly,28,7,6,4,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100.0,0,0,0,2,0,0,2018,Right
33,P,Roberto Gómez,28,5,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,2018,Both
34,P,Tyler Beede,25,2,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,2018,Right
35,P,Pierce Johnson,27,35,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,2018,Right
36,P,D.J. Snelten,26,4,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,2018,Left
37,P,Reyes Moronta,25,63,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,2018,Right
38,P,Derek Law,27,7,1,1,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,463.0,1,0,0,0,0,0,2018,Right
39,P,Mark Melancon,33,39,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2018,Right
40,P,Tony Watson,33,67,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2018,Left
41,P,Cory Gearrin,32,32,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2018,Right
42,P,Sam Dyson,30,69,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2018,Right
43,P,Hunter Strickland,29,48,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2018,Right
44,P,Josh Osich,29,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2018,Left
45,P,Will Smith,28,51,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2018,Right
46,P,José Valdez,28,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2018,Right
47,P,Ray Black,28,23,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2018,Right
48,P,Steven Okert,26,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2018,Left
1,C,Buster Posey,32,114,445,405,43,104,24,0,7,38,0,0,34,71,0.257,0.32,0.368,0.688,83.0,149,18,4,1,1,1,2019,Right
2,1B,Brandon Belt,31,156,616,526,76,123,32,3,17,57,4,3,83,127,0.234,0.339,0.403,0.742,97.0,212,6,3,0,4,3,2019,Left
3,2B,Joe Panik,28,103,388,344,33,81,17,1,3,27,4,2,36,38,0.235,0.31,0.317,0.627,68.0,109,5,3,1,4,2,2019,Left
4,SS,Brandon Crawford,32,147,560,500,58,114,24,2,11,59,3,2,53,117,0.228,0.304,0.35,0.654,74.0,175,10,3,0,4,5,2019,Left
5,3B,Evan Longoria,33,129,508,453,59,115,19,2,20,69,3,1,43,112,0.254,0.325,0.437,0.762,101.0,198,14,7,0,5,1,2019,Right
6,LF,Mike Yastrzemski,28,107,411,371,64,101,22,3,21,55,2,4,32,107,0.272,0.334,0.518,0.852,122.0,192,4,4,1,3,1,2019,Left
7,CF,Kevin Pillar,30,156,628,595,82,157,37,3,21,87,14,5,18,86,0.264,0.293,0.442,0.735,92.0,263,15,9,0,6,4,2019,Right
8,RF,Austin Slater,26,68,192,168,20,40,9,3,5,21,1,0,22,59,0.238,0.333,0.417,0.75,99.0,70,1,2,0,0,1,2019,Right
9,3B,Pablo Sandoval,32,108,296,272,42,73,23,0,14,41,1,0,18,67,0.268,0.313,0.507,0.82,113.0,138,8,1,2,3,2,2019,Both
10,OF,Steven Duggar,25,73,281,261,26,61,12,2,4,28,1,4,16,78,0.234,0.278,0.341,0.619,64.0,89,1,1,0,3,0,2019,Left
11,C,Stephen Vogt,34,99,280,255,30,67,24,2,10,40,3,1,20,66,0.263,0.314,0.49,0.804,110.0,125,1,1,0,4,1,2019,Left
12,MI,Donovan Solano,31,81,228,215,27,71,13,1,4,23,0,1,10,49,0.33,0.36,0.456,0.815,116.0,98,4,1,0,2,0,2019,Right
13,LF,Alex Dickerson,29,56,171,155,28,45,13,3,6,26,1,1,13,35,0.29,0.351,0.529,0.88,130.0,82,5,2,0,1,1,2019,Left
14,UT,Tyler Austin,27,70,147,130,24,24,2,1,8,20,1,0,17,57,0.185,0.279,0.4,0.679,78.0,52,1,0,0,0,0,2019,Right
15,2B,Mauricio Dubón,24,28,109,104,12,29,5,0,4,9,3,1,5,19,0.279,0.312,0.442,0.754,98.0,46,3,0,0,0,0,2019,Right
16,OF,Gerardo Parra,32,30,97,86,8,17,3,0,1,6,2,1,8,18,0.198,0.278,0.267,0.546,47.0,23,0,2,0,1,2,2019,Left
17,UT,Yangervis Solarte,31,28,78,73,9,15,5,0,1,7,0,0,4,16,0.205,0.247,0.315,0.562,49.0,23,4,0,1,0,1,2019,Both
18,2B,Scooter Gennett,29,21,67,64,11,15,4,0,2,6,0,0,1,21,0.234,0.254,0.391,0.644,68.0,25,1,1,0,1,0,2019,Left
19,LF,Mac Williamson,28,15,57,51,3,6,1,0,1,7,2,0,5,18,0.118,0.211,0.196,0.407,10.0,10,2,1,0,0,0,2019,Right
20,LF,Joey Rickard,28,26,54,50,4,14,2,0,1,4,1,0,4,17,0.28,0.333,0.38,0.713,90.0,19,1,0,0,0,0,2019,Right
21,RF,Jaylin Davis,24,17,47,42,2,7,0,0,1,3,1,2,3,11,0.167,0.255,0.238,0.493,33.0,10,1,2,0,0,0,2019,Right
22,UT,Aramis Garcia,26,18,46,42,5,6,1,0,2,5,0,0,4,21,0.143,0.217,0.31,0.527,38.0,13,1,0,0,0,1,2019,Right
23,C,Erik Kratz,39,15,36,32,1,4,2,0,1,3,0,0,2,6,0.125,0.222,0.281,0.503,33.0,9,0,2,0,0,0,2019,Right
24,OF,Mike Gerber,26,12,26,24,0,1,1,0,0,0,0,0,2,15,0.042,0.115,0.083,0.199,-45.0,2,0,0,0,0,0,2019,Left
25,IF,Cristhian Adames,27,10,24,22,1,7,1,0,0,2,0,0,2,8,0.318,0.375,0.364,0.739,99.0,8,0,0,0,0,0,2019,Both
26,1B,Chris Shaw,25,16,20,18,0,1,0,0,0,0,0,0,2,8,0.056,0.15,0.056,0.206,-41.0,1,0,0,0,0,0,2019,Left
27,IF,Corban Joseph,30,8,17,16,0,1,0,0,0,2,0,0,1,6,0.063,0.118,0.063,0.18,-49.0,1,0,0,0,0,0,2019,Left
28,LF,Connor Joe,26,8,16,15,1,1,0,0,0,0,0,0,1,5,0.067,0.125,0.067,0.192,-46.0,1,1,0,0,0,0,2019,Right
29,3B,Zach Green,25,8,16,14,1,2,1,0,0,1,0,0,2,6,0.143,0.25,0.214,0.464,26.0,3,2,0,0,0,0,2019,Right
30,UT,Abiatal Avelino,24,4,8,7,0,2,0,0,0,1,0,0,1,3,0.286,0.375,0.286,0.661,81.0,2,0,0,0,0,0,2019,Right
31,OF,Michael Reed,26,4,8,8,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,2019,Right
32,,Aaron Altherr,28,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,2019,Right
33,P,Madison Bumgarner,29,35,76,63,4,8,0,0,2,4,0,0,9,40,0.127,0.236,0.222,0.458,24.0,14,0,0,4,0,0,2019,Right
34,P,Jeff Samardzija,34,29,56,50,1,6,2,0,0,1,0,0,0,30,0.12,0.12,0.16,0.28,-26.0,8,0,0,6,0,0,2019,Right
35,P,Tyler Beede,26,25,43,38,2,4,0,0,0,1,0,0,3,23,0.105,0.171,0.105,0.276,-23.0,4,0,0,2,0,0,2019,Right
36,P,Dereck Rodríguez,27,27,29,29,1,5,0,0,0,0,0,0,0,17,0.172,0.172,0.172,0.345,-7.0,5,0,0,0,0,0,2019,Right
37,P,Shaun Anderson,24,25,28,25,0,2,1,0,0,0,0,0,0,19,0.08,0.115,0.12,0.235,-37.0,3,0,1,2,0,0,2019,Right
38,P,Drew Pomeranz,30,19,18,17,0,0,0,0,0,0,0,0,0,13,0.0,0.0,0.0,0.0,-100.0,0,1,0,1,0,0,2019,Right
39,P,Derek Holland,32,32,13,12,0,1,0,0,0,0,0,0,0,8,0.083,0.083,0.083,0.167,-55.0,1,0,0,1,0,0,2019,Both
40,P,Logan Webb,22,7,11,9,0,1,0,0,0,0,0,0,1,2,0.111,0.2,0.111,0.311,-13.0,1,1,0,1,0,0,2019,Right
41,P,Johnny Cueto,33,4,4,4,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,2019,Right
42,P,Conner Menez,24,9,3,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,2019,Left
43,P,Andrew Suárez,26,19,3,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,2019,Left
44,P,Nick Vincent,32,18,3,3,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,2019,Right
45,P,Will Smith,29,58,2,1,0,1,0,0,0,2,0,0,0,0,1.0,1.0,1.0,2.0,439.0,1,0,0,1,0,0,2019,Right
46,P,Trevor Gott,26,48,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,2019,Right
47,P,Jandel Gustave,26,20,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,2019,Right
48,P,Ty Blach,28,2,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,2019,Right
49,P,Tony Watson,34,57,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2019,Left
50,P,Enderson Franco,26,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2019,Right
51,P,Kyle Barraclough,29,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2019,Right
52,P,Burch Smith,29,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2019,Right
53,P,Pat Venditte,34,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2019,Left
54,P,Ray Black,29,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2019,Right
55,P,Travis Bergen,25,21,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2019,Left
56,P,Sam Coonrod,26,28,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2019,Right
57,P,Mark Melancon,34,41,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2019,Right
58,P,Wandy Peralta,27,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2019,Left
59,P,Reyes Moronta,26,52,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2019,Right
60,P,Fernando Abad,33,18,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2019,Left
61,P,Sam Dyson,31,47,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2019,Right
62,P,Tyler Rogers,28,15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2019,Right
63,P,Williams Jerez,27,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2019,Left
64,P,Sam Selman,28,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2019,Right
1,C,Joey Bart,23,33,111,103,15,24,5,2,0,7,0,0,3,41,0.233,0.288,0.32,0.609,68.0,33,1,5,0,0,0,2020,Right
2,1B,Brandon Belt,32,51,179,149,25,46,13,1,9,30,0,0,30,36,0.309,0.425,0.591,1.015,177.0,88,5,0,0,0,1,2020,Left
3,2B,Donovan Solano,32,54,203,190,22,62,15,1,3,29,0,0,10,39,0.326,0.365,0.463,0.828,127.0,88,2,2,0,1,0,2020,Right
4,SS,Brandon Crawford,33,54,193,172,26,44,12,0,8,28,1,2,15,47,0.256,0.326,0.465,0.792,115.0,80,3,4,0,2,2,2020,Left
5,3B,Evan Longoria,34,53,209,193,26,49,10,1,7,28,0,1,11,39,0.254,0.297,0.425,0.722,96.0,82,10,2,0,3,0,2020,Right
6,LF,Alex Dickerson,30,52,170,151,28,45,10,1,10,27,0,0,16,30,0.298,0.371,0.576,0.947,156.0,87,5,2,0,1,2,2020,Left
7,CF,Mauricio Dubón,25,54,177,157,21,43,4,1,4,19,2,3,15,36,0.274,0.337,0.389,0.726,100.0,61,4,1,1,2,0,2020,Right
8,RF,Mike Yastrzemski,29,54,225,192,39,57,14,4,10,35,2,1,30,55,0.297,0.4,0.568,0.968,164.0,109,2,3,0,0,2,2020,Left
9,DH,Wilmer Flores,28,55,213,198,30,53,11,1,12,32,1,0,13,36,0.268,0.315,0.515,0.83,124.0,102,5,1,0,1,1,2020,Right
10,DH,Austin Slater,27,31,104,85,18,24,2,1,5,7,8,1,16,22,0.282,0.408,0.506,0.914,151.0,43,2,2,1,0,0,2020,Right
11,UT,Darin Ruf,33,40,100,87,11,24,6,0,5,18,1,0,13,23,0.276,0.37,0.517,0.887,142.0,45,1,0,0,0,0,2020,Right
12,DH,Pablo Sandoval,33,33,90,82,5,18,1,0,1,6,0,0,6,18,0.22,0.278,0.268,0.546,52.0,22,3,1,0,1,0,2020,Both
13,C,Chadwick Tromp,25,24,64,61,11,13,1,0,4,10,0,0,1,20,0.213,0.219,0.426,0.645,72.0,26,3,0,0,2,0,2020,Right
14,OF,Hunter Pence,37,17,56,52,4,5,0,1,2,6,0,0,3,15,0.096,0.161,0.25,0.411,11.0,13,3,1,0,0,0,2020,Right
15,C,Tyler Heineman,29,15,50,42,3,8,1,0,0,1,1,0,4,6,0.19,0.292,0.214,0.506,44.0,9,0,2,2,0,0,2020,Both
16,OF,Steven Duggar,26,21,36,34,3,6,2,0,0,3,1,0,1,11,0.176,0.222,0.235,0.458,27.0,8,1,1,0,0,0,2020,Left
17,UT,Daniel Robertson,26,13,24,21,4,7,0,0,0,2,0,0,3,6,0.333,0.417,0.333,0.75,112.0,7,0,0,0,0,0,2020,Right
18,OF,Luis Alexander Basabe,23,9,18,14,5,2,0,0,0,1,2,0,4,5,0.143,0.333,0.143,0.476,39.0,2,0,0,0,0,0,2020,Both
19,RF,Jaylin Davis,25,4,12,12,2,2,0,0,1,1,0,0,0,6,0.167,0.167,0.417,0.583,54.0,5,0,0,0,0,0,2020,Right
20,OF,Joe McCarthy,26,4,10,10,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,2020,Left
21,DH,Justin Smoak,33,3,6,6,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0,1,0,0,0,0,2020,Both
22,RF,Joey Rickard,29,4,6,5,1,0,0,0,0,0,0,0,1,1,0.0,0.167,0.0,0.167,-48.0,0,0,0,0,0,0,2020,Right
23,C,Rob Brantly,30,1,3,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,2020,Left
24,P,Sam Coonrod,27,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2020,Right
25,P,Tony Watson,35,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2020,Left
26,P,Rico Garcia,26,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2020,Right
27,P,Johnny Cueto,34,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2020,Right
28,P,Wandy Peralta,28,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2020,Left
29,P,Drew Smyly,31,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2020,Left
30,P,Trevor Gott,27,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2020,Right
31,P,Jarlín García,27,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2020,Left
32,P,Jeff Samardzija,35,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2020,Right
33,P,Kevin Gausman,29,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2020,Left
34,P,Andrew Triggs,31,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2020,Right
35,P,Dany Jiménez,26,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2020,Right
36,P,Tyler Anderson,30,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2020,Left
37,P,Conner Menez,25,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2020,Left
38,P,Andrew Suárez,27,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2020,Left
39,P,Tyler Rogers,29,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2020,Right
40,P,Logan Webb,23,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2020,Right
41,P,Caleb Baragar,26,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2020,Right
42,P,Trevor Cahill,32,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2020,Right
43,P,Dereck Rodríguez,28,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2020,Right
44,P,Sam Selman,29,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2020,Right
45,P,Shaun Anderson,25,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2020,Right
1,C,Buster Posey,34,113,454,395,68,120,23,0,18,56,0,0,56,87,0.304,0.39,0.499,0.889,140.0,197,15,1,0,2,5,2021,Right
2,1B,Brandon Belt,33,97,381,325,65,89,14,2,29,59,3,2,48,103,0.274,0.378,0.597,0.975,160.0,194,9,7,0,1,3,2021,Left
3,2B,Donovan Solano,33,101,344,307,35,86,17,0,7,31,2,0,25,58,0.28,0.344,0.404,0.748,103.0,124,8,7,1,4,2,2021,Right
4,SS,Brandon Crawford,34,138,549,483,79,144,30,3,24,90,11,3,56,105,0.298,0.373,0.522,0.895,141.0,252,8,5,0,5,6,2021,Left
5,3B,Evan Longoria,35,81,291,253,45,66,17,0,13,46,1,1,35,68,0.261,0.351,0.482,0.833,124.0,122,9,1,0,2,4,2021,Right
6,LF,Alex Dickerson,31,111,312,283,37,66,10,2,13,38,1,0,23,76,0.233,0.304,0.42,0.725,95.0,119,7,6,0,0,1,2021,Left
7,CF,Steven Duggar,27,107,297,268,45,69,14,5,8,35,7,0,27,88,0.257,0.33,0.437,0.767,107.0,117,4,2,0,0,3,2021,Left
8,RF,Mike Yastrzemski,30,139,532,468,75,105,28,3,25,71,4,0,51,131,0.224,0.311,0.457,0.768,106.0,214,3,9,1,3,4,2021,Left
9,IF,Wilmer Flores,29,139,436,389,57,102,16,1,18,53,1,0,41,56,0.262,0.335,0.447,0.782,111.0,174,11,3,0,3,0,2021,Right
10,UT,LaMonte Wade Jr.,27,109,381,336,52,85,17,3,18,56,6,1,33,89,0.253,0.326,0.482,0.808,117.0,162,3,5,4,3,1,2021,Left
11,UT,Darin Ruf,34,117,312,262,41,71,13,2,16,43,2,0,46,87,0.271,0.385,0.519,0.904,143.0,136,8,3,0,1,2,2021,Right
12,CF,Austin Slater,28,129,306,274,39,66,12,1,12,32,15,2,28,84,0.241,0.32,0.423,0.744,101.0,116,7,4,0,0,2,2021,Right
13,2B,Tommy La Stella,32,76,242,220,26,55,11,1,7,27,0,0,18,26,0.25,0.308,0.405,0.713,92.0,89,4,1,0,1,1,2021,Left
14,C,Curt Casali,32,77,231,200,20,42,11,1,5,26,0,0,26,66,0.21,0.313,0.35,0.663,81.0,70,3,4,1,0,4,2021,Right
15,UT,Kris Bryant,29,51,212,187,28,49,13,0,7,22,6,0,23,46,0.262,0.344,0.444,0.788,113.0,83,3,1,0,1,3,2021,Right
16,UT,Mauricio Dubón,26,74,187,175,20,42,9,0,5,22,2,1,9,41,0.24,0.278,0.377,0.655,76.0,66,5,1,0,2,2,2021,Right
17,LF,Mike Tauchman,30,64,175,152,21,27,4,0,4,15,1,3,22,52,0.178,0.286,0.283,0.569,56.0,43,0,1,0,0,0,2021,Left
18,MI,Thairo Estrada,25,52,132,121,19,33,4,0,7,22,1,0,9,23,0.273,0.333,0.479,0.813,118.0,58,2,2,0,0,1,2021,Right
19,3B,Jason Vosler,27,41,82,73,12,13,4,0,3,9,2,0,7,21,0.178,0.256,0.356,0.612,65.0,26,5,1,0,1,1,2021,Left
20,C,Chadwick Tromp,26,9,18,18,1,4,0,0,1,2,0,0,0,4,0.222,0.222,0.389,0.611,62.0,7,1,0,0,0,0,2021,Right
21,OF,Jaylin Davis,26,5,9,9,1,1,1,0,0,0,0,0,0,1,0.111,0.111,0.222,0.333,-12.0,2,1,0,0,0,0,2021,Right
22,C,Joey Bart,24,2,6,6,1,2,0,0,0,1,0,0,0,2,0.333,0.333,0.333,0.667,83.0,2,0,0,0,0,0,2021,Right
23,LF,Skye Bolt,27,2,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,2021,Both
24,P,Anthony DeSclafani,31,33,62,51,2,2,1,0,0,1,0,0,4,33,0.039,0.109,0.059,0.168,-52.0,3,0,0,7,0,0,2021,Right
25,P,Kevin Gausman,30,31,62,54,6,10,0,0,0,4,0,0,2,31,0.185,0.211,0.185,0.396,10.0,10,0,0,5,1,0,2021,Left
26,P,Logan Webb,24,26,53,46,7,6,2,1,1,7,0,0,2,21,0.13,0.167,0.283,0.449,19.0,13,1,0,5,0,0,2021,Right
27,P,Alex Wood,30,24,47,38,0,0,0,0,0,0,0,1,5,26,0.0,0.116,0.0,0.116,-64.0,0,0,0,4,0,0,2021,Right
28,P,Johnny Cueto,35,21,37,29,1,2,0,0,0,0,1,0,3,9,0.069,0.156,0.069,0.225,-35.0,2,0,0,5,0,0,2021,Right
29,P,Sam Long,25,11,11,10,0,1,0,0,0,0,0,0,0,4,0.1,0.1,0.1,0.2,-45.0,1,0,0,1,0,0,2021,Left
30,P,Aaron Sanchez,28,9,10,10,0,0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,2021,Right
31,P,José Álvarez,32,63,5,2,1,0,0,0,0,0,0,0,2,2,0.0,0.5,0.0,0.5,55.0,0,0,0,1,0,0,2021,Left
32,P,Scott Kazmir,37,5,4,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0,0,0,1,0,0,2021,Left
33,P,Zack Littell,25,60,4,4,0,1,0,0,0,0,0,0,0,3,0.25,0.25,0.25,0.5,37.0,1,0,0,0,0,0,2021,Right
34,P,Jose Quintana,32,5,2,1,0,1,0,0,0,0,0,0,1,0,1.0,1.0,1.0,2.0,449.0,1,0,0,0,0,0,2021,Right
35,P,Jarlín García,28,54,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,2021,Left
